    0

0
    0    0    0    0    0
    0    1    2    3    0
    0    4    5    6    0
    0    7    8    9    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


2
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.25

0
    0    0    0    0    0
    0  -31  -18   27    0
    0  -16  -75  -14    0
    01.4e+02  -122e+02    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


2
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


0.25

0
    0    0    0    0    0
    0  -31  -18   27    0
    0  -16  -75  -14    0
    01.4e+02  -122e+02    0
    0    0    0    0    0


1
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


2
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0
    0    0    0    0    0


